,schoolyear,County,DistrictName,SchoolName,Percent
8921,2013-14,Douglas,Eastmont School District,KENROY ELEMENTARY,0.15306
8922,2013-14,,Mansfield School District,MANSFIELD ELEM AND HIGH SCHOOL,
8923,2013-14,Douglas,Waterville School District,WATERVILLE ELEMENTARY,1
8924,2013-14,Ferry,Curlew School District,CURLEW ELEM & HIGH SCHOOL,0.36364
8925,2013-14,,Orient School District,ORIENT ELEMENTARY SCHOOL,
8926,2013-14,Ferry,Inchelium School District,INCHELIUM ELEMENTARY SCHOOL,0.35294
8927,2013-14,Ferry,Republic School District,REPUBLIC ELEMENTARY SCHOOL,0.55556
8928,2013-14,Franklin,Pasco School District,MARK TWAIN ELEMENTARY,0.27564
8929,2013-14,Franklin,Pasco School District,WHITTIER ELEMENTARY,0.05469
8930,2013-14,Franklin,North Franklin School District,CONNELL ELEM,0.04225
8931,2013-14,Franklin,North Franklin School District,MESA ELEM,0.21429
8932,2013-14,Franklin,North Franklin School District,BASIN CITY ELEM,0.11667
8933,2013-14,,Kahlotus School District,KAHLOTUS ELEM & HIGH,
8934,2013-14,Grant,Wahluke School District,MATTAWA ELEMENTARY,0.42045
8935,2013-14,Grant,Wahluke School District,MORRIS SCHOTT ELEMENTARY,0.20408
8936,2013-14,Grant,Wahluke School District,SADDLE MOUNTAIN ELEMENTARY,0.10309
8937,2013-14,Grant,Quincy School District,PIONEER ELEMENTARY,0.13559
8938,2013-14,Grant,Quincy School District,MOUNTAIN VIEW ELEMENTARY,0.06796
8939,2013-14,Grant,Quincy School District,GEORGE ELEMENTARY,0.02778
8940,2013-14,Grant,Warden School District,WARDEN ELEMENTARY,0.09091
8941,2013-14,Grant,Soap Lake School District,SOAP LAKE ELEMENTARY,0.42105
8942,2013-14,Grant,Royal School District,RED ROCK ELEMENTARY,0.11565
8943,2013-14,Grant,Moses Lake School District,PENINSULA ELEMENTARY,0.29091
8944,2013-14,Grant,Moses Lake School District,KNOLLS VISTA ELEMENTARY,0.43077
8945,2013-14,Grant,Moses Lake School District,LAKEVIEW TERRACE ELEMENTARY,0.66102
8946,2013-14,Grant,Moses Lake School District,MIDWAY ELEMENTARY,0.09091
8947,2013-14,Grant,Moses Lake School District,LARSON HEIGHTS ELEMENTARY,0.01449
8948,2013-14,Grant,Moses Lake School District,GARDEN HEIGHTS ELEMENTARY,0.32584
8949,2013-14,Grant,Moses Lake School District,LONGVIEW ELEMENTARY,0.15942
8950,2013-14,Grant,Moses Lake School District,NORTH ELEMENTARY,0.31707
8951,2013-14,Grant,Ephrata School District,COLUMBIA RIDGE ELEMENTARY,0.47253
8952,2013-14,Grant,Ephrata School District,GRANT ELEMENTARY,0.58228
8953,2013-14,,Wilson Creek School District,WILSON CREEK ELEMENTARY,0.63636
8954,2013-14,Grant,Grand Coulee Dam School District,LAKE ROOSEVELT ELEMENTARY,0.3
8955,2013-14,Grays Harbor,Aberdeen School District,MCDERMOTH ELEMENTARY,0.45098
8956,2013-14,Grays Harbor,Aberdeen School District,ROBERT GRAY ELEMENTARY,0.18519
8957,2013-14,Grays Harbor,Aberdeen School District,A J WEST ELEMENTARY,0.43333
8958,2013-14,Grays Harbor,Aberdeen School District,STEVENS ELEMENTARY SCHOOL,0.58621
8959,2013-14,Grays Harbor,Aberdeen School District,CENTRAL PARK ELEMENTARY,0.86957
8960,2013-14,Grays Harbor,Hoquiam School District,EMERSON ELEMENTARY,0.5
8961,2013-14,Grays Harbor,North Beach School District No. 64,PACIFIC BEACH ELEMENTARY SCHOOL,0.64706
8962,2013-14,Grays Harbor,North Beach School District No. 64,OCEAN SHORES ELEMENTARY,0.74074
8963,2013-14,Grays Harbor,Elma School District,ELMA ELEMENTARY SCHOOL,0.51
8964,2013-14,,Satsop School District,SATSOP ELEMENTARY,
8965,2013-14,Grays Harbor,Ocosta School District,OCOSTA ELEMENTARY SCHOOL,0.21277
8966,2013-14,Grays Harbor,Oakville School District,OAKVILLE ELEMENTARY,0.57143
8967,2013-14,Island,Oak Harbor School District,OLYMPIC VIEW ELEM,0.7381
8968,2013-14,,Queets-Clearwater School District,QUEETS-CLEARWATER ELEMENTARY,
8969,2013-14,,Chimacum School District,CHIMACUM CREEK PRIMARY SCHOOL,0.76316
8970,2013-14,King,Seattle School District No. 1,MADRONA K-5 SCHOOL,0.55263
8971,2013-14,King,Seattle School District No. 1,BEACON HILL INTERNATIONAL SCHOOL,0.47826
8972,2013-14,King,Seattle School District No. 1,MARTIN LUTHER KING JR. ELEMENTARY SCHOOL,0.40678
8973,2013-14,King,Seattle School District No. 1,EMERSON ELEMENTARY SCHOOL,0.69565
8974,2013-14,King,Seattle School District No. 1,RISING STAR ELEMENTARY SCHOOL,0.53333
8975,2013-14,King,Seattle School District No. 1,LESCHI ELEMENTARY SCHOOL,0.57627
8976,2013-14,King,Seattle School District No. 1,THURGOOD MARSHALL ELEMENTARY,0.3125
8977,2013-14,King,Seattle School District No. 1,JOHN MUIR ELEMENTARY SCHOOL,0.38889
8978,2013-14,King,Seattle School District No. 1,CONCORD INTERNATIONAL SCHOOL,0.46154
8979,2013-14,King,Seattle School District No. 1,BROADVIEW-THOMSON K-8 SCHOOL,0.575
8980,2013-14,King,Seattle School District No. 1,HIGHLAND PARK ELEMENTARY SCHOOL,0.62745
8981,2013-14,King,Seattle School District No. 1,BAILEY GATZERT ELEMENTARY SCHOOL,0.22388
8982,2013-14,King,Seattle School District No. 1,DUNLAP ELEMENTARY SCHOOL,0.29851
8983,2013-14,King,Seattle School District No. 1,MAPLE ELEMENTARY SCHOOL,0.53333
8984,2013-14,King,Seattle School District No. 1,WEST SEATTLE ELEMENTARY SCHOOL,0.44595
8985,2013-14,King,Seattle School District No. 1,OLYMPIC HILLS ELEMENTARY SCHOOL,0.17722
8986,2013-14,King,Seattle School District No. 1,NORTHGATE ELEMENTARY SCHOOL,0.63158
8987,2013-14,King,Seattle School District No. 1,ROXHILL ELEMENTARY SCHOOL,0.83582
8988,2013-14,King,Seattle School District No. 1,GRAHAM HILL ELEMENTARY SCHOOL,0.19697
8989,2013-14,King,Seattle School District No. 1,RAINIER VIEW ELEMENTARY SCHOOL,0.14706
8990,2013-14,King,Seattle School District No. 1,KIMBALL ELEMENTARY SCHOOL,0.54839
8991,2013-14,King,Seattle School District No. 1,WING LUKE ELEMENTARY SCHOOL,0.66667
8992,2013-14,King,Seattle School District No. 1,SANISLO ELEMENTARY SCHOOL,0.25532
8993,2013-14,King,Seattle School District No. 1,DEARBORN PARK INTERNATIONAL SCHOOL,0.21951
8994,2013-14,King,Seattle School District No. 1,LICTON SPRINGS K-8,0.68182
8995,2013-14,King,Seattle School District No. 1,SOUTH SHORE PK-8 SCHOOL,0.84314
8996,2013-14,King,Seattle School District No. 1,HAWTHORNE ELEMENTARY SCHOOL,0.57895
8997,2013-14,King,Federal Way School District,MIRROR LAKE ELEMENTARY SCHOOL,0.35714
8998,2013-14,King,Federal Way School District,STAR LAKE ELEMENTARY SCHOOL,0.39024
8999,2013-14,King,Federal Way School District,PANTHER LAKE ELEMENTARY SCHOOL,0.53659
9000,2013-14,King,Federal Way School District,OLYMPIC VIEW ELEMENTARY SCHOOL,0.42308
9001,2013-14,King,Federal Way School District,ADELAIDE ELEMENTARY SCHOOL,0.50725
9002,2013-14,King,Federal Way School District,CAMELOT ELEMENTARY SCHOOL,0.56863
9003,2013-14,King,Federal Way School District,SUNNYCREST ELEMENTARY SCHOOL,0.28571
9004,2013-14,King,Federal Way School District,LAKE GROVE ELEMENTARY SCHOOL,0.64615
9005,2013-14,King,Federal Way School District,VALHALLA ELEMENTARY SCHOOL,0.19444
9006,2013-14,King,Federal Way School District,WILDWOOD ELEMENTARY SCHOOL,0.30612
9007,2013-14,King,Federal Way School District,NAUTILUS K-8 SCHOOL,0.47436
9008,2013-14,King,Federal Way School District,MARK TWAIN ELEMENTARY SCHOOL,0.40777
9009,2013-14,King,Federal Way School District,BRIGADOON ELEMENTARY SCHOOL,0.24138
9010,2013-14,King,Federal Way School District,LAKE DOLLOFF ELEMENTARY SCHOOL,0.35593
9011,2013-14,King,Federal Way School District,SILVER LAKE ELEMENTARY SCHOOL,0.31944
9012,2013-14,King,Federal Way School District,RAINIER VIEW ELEMENTARY SCHOOL,0.04
9013,2013-14,King,Highline School District,MOUNT VIEW ELEMENTARY,0.32911
9014,2013-14,King,Highline School District,DES MOINES ELEMENTARY,0.75385
9015,2013-14,King,Highline School District,WHITE CENTER HEIGHTS ELEMENTARY,0.17391
9016,2013-14,King,Highline School District,HAZEL VALLEY ELEMENTARY,0.27619
9017,2013-14,King,Highline School District,MCMICKEN HEIGHTS ELEMENTARY,0.4
9018,2013-14,King,Highline School District,BEVERLY PARK ELEM AT GLENDALE,0.33735
9019,2013-14,King,Highline School District,SHOREWOOD ELEMENTARY,0.31944
9020,2013-14,King,Highline School District,GREGORY HEIGHTS ELEMENTARY,0.43519
9021,2013-14,King,Highline School District,CEDARHURST ELEMENTARY,0.43023
9022,2013-14,King,Highline School District,BOW LAKE ELEMENTARY,0.35238
9023,2013-14,King,Highline School District,NORTH HILL ELEMENTARY,0.62766
9024,2013-14,King,Highline School District,MIDWAY ELEMENTARY,0.3964
9025,2013-14,King,Highline School District,SOUTHERN HEIGHTS ELEMENTARY,0.4
9026,2013-14,King,Highline School District,MARVISTA ELEMENTARY,0.84507
9027,2013-14,King,Highline School District,HILLTOP ELEMENTARY,0.38554
9028,2013-14,King,Highline School District,MADRONA ELEMENTARY,0.27632
9029,2013-14,King,Highline School District,PARKSIDE ELEMENTARY,0.25
9030,2013-14,King,Highline School District,SEAHURST ELEMENTARY SCHOOL,0.26316
9031,2013-14,King,Renton School District,BRYN MAWR ELEMENTARY SCHOOL,0.63889
9032,2013-14,King,Renton School District,HIGHLANDS ELEMENTARY SCHOOL,0.48
9033,2013-14,King,Renton School District,LAKERIDGE ELEMENTARY SCHOOL,0.47674
9034,2013-14,King,Renton School District,CAMPBELL HILL ELEMENTARY SCHOOL,0.5875
9035,2013-14,King,Renton School District,CASCADE ELEMENTARY SCHOOL,0.41429
9036,2013-14,King,Renton School District,RENTON PARK ELEMENTARY SCHOOL,0.78261
9037,2013-14,King,Renton School District,TIFFANY PARK ELEMENTARY SCHOOL,0.70833
9038,2013-14,King,Bellevue School District,LAKE HILLS ELEMENTARY,0.59756
9039,2013-14,King,Tukwila School District,CASCADE VIEW ELEMENTARY,0.17857
9040,2013-14,King,Tukwila School District,TUKWILA ELEMENTARY,0.57143
9041,2013-14,King,Tukwila School District,THORNDYKE ELEMENTARY,0.26471
9042,2013-14,King,Kent School District,EAST HILL ELEMENTARY SCHOOL,0.29348
9043,2013-14,King,Kent School District,SCENIC HILL ELEMENTARY SCHOOL,0.35922
9044,2013-14,King,Kent School District,PARK ORCHARD ELEMENTARY SCHOOL,0.27848
9045,2013-14,King,Kent School District,PINE TREE ELEMENTARY SCHOOL,0.30435
9046,2013-14,King,Kent School District,CEDAR VALLEY ELEMENTARY SCHOOL,0.34884
9047,2013-14,King,Kent School District,SPRINGBROOK ELEMENTARY SCHOOL,0.44156
9048,2013-14,King,Kent School District,NEELY O BRIEN ELEMENTARY SCHOOL,0.30435
9049,2013-14,King,Kent School District,GEORGE T. DANIEL ELEMENTARY SCHOOL,0.15116
9050,2013-14,King,Kent School District,MEADOW RIDGE ELEMENTARY SCHOOL,0.20896
9051,2013-14,King,Kent School District,KENT ELEMENTARY SCHOOL,0.21591
9052,2013-14,Kitsap,Bremerton School District,WEST HILLS S.T.E.M. ACADEMY,0.51899
9053,2013-14,Kitsap,Bremerton School District,VIEW RIDGE ELEMENTARY ARTS ACADEMY,0.65823
9054,2013-14,Kitsap,Bremerton School District,CROWNHILL ELEMENTARY SCHOOL,0.39344
9055,2013-14,Kitsap,Bremerton School District,NAVAL AVENUE ELEMENTARY SCHOOL,0.27826
9056,2013-14,Kitsap,Bremerton School District,ARMIN JAHR ELEMENTARY,0.35632
9057,2013-14,Kitsap,Central Kitsap School District,WOODLANDS ELEMENTARY,0.46377
9058,2013-14,Kitsap,South Kitsap School District,MULLENIX RIDGE ELEMENTARY SCHOOL,0.63158
9059,2013-14,,Easton School District,EASTON SCHOOL,
9060,2013-14,,Thorp School District,THORP ELEM & JR SR HIGH,
9061,2013-14,Kittitas,Kittitas School District,KITTITAS ELEMENTARY SCHOOL,0.47727
9062,2013-14,,Roosevelt School District,ROOSEVELT ELEMENTARY SCHOOL,
9063,2013-14,Klickitat,Goldendale School District,GOLDENDALE PRIMARY SCHOOL,0.18966
9064,2013-14,Klickitat,Lyle School District,DALLESPORT ELEMENTARY,0.33333
9065,2013-14,Lewis,Mossyrock School District,MOSSYROCK ELEMENTARY SCHOOL,0.74468
9066,2013-14,Lewis,Morton School District,MORTON ELEMENTARY SCHOOL,0.65
9067,2013-14,Lewis,Winlock School District,WINLOCK MILLER ELEMENTARY,0.22
9068,2013-14,,Boistfort School District,BOISTFORT ELEM,0.46154
9069,2013-14,Lewis,Toledo School District,TOLEDO ELEMENTARY SCHOOL,0.38298
9070,2013-14,Lewis,Onalaska School District,ONALASKA ELEMENTARY SCHOOL,0.43137
9071,2013-14,,Pe Ell School District,PE ELL SCHOOL,0.9
9072,2013-14,Lewis,Chehalis School District,CASCADE ELEMENTARY SCHOOL (CLOSED AFTER 2017-2018 SCHOOL YEAR),0.63902
9073,2013-14,,White Pass School District,WHITE PASS ELEMENTARY SCHOOL,0.80952
9074,2013-14,Lewis,Centralia School District,EDISON ELEMENTARY,0.45902
9075,2013-14,Lewis,Centralia School District,FORDS PRAIRIE ELEMENTARY,0.35577
9076,2013-14,Lewis,Centralia School District,JEFFERSON LINCOLN ELEMENTARY,0.46667
9077,2013-14,,Creston School District,CRESTON ELEMENTARY,
9078,2013-14,Lincoln,Davenport School District,DAVENPORT ELEMENTARY,0.7561
9079,2013-14,Mason,Shelton School District,EVERGREEN ELEMENTARY SCHOOL,0.47619
9080,2013-14,Mason,Shelton School District,BORDEAUX ELEMENTARY SCHOOL,0.39241
9081,2013-14,Mason,Shelton School District,MOUNTAIN VIEW ELEMENTARY,0.45783
9082,2013-14,,Mary M Knight School District,MARY M KNIGHT ELEMENTARY (CLOSED AFTER 2015-2016 SCHOOL YEAR),0.5
9083,2013-14,,Pioneer School District,PIONEER ELEMENTARY SCHOOL,0.43836
9084,2013-14,Mason,North Mason School District,BELFAIR ELEMENTARY,0.72308
9085,2013-14,Mason,North Mason School District,SAND HILL ELEMENTARY,0.37313
9086,2013-14,,Hood Canal School District,HOOD CANAL ELEMENTARY SCHOOL,0.74194
9087,2013-14,Okanogan,Omak School District,N OMAK ELEMENTARY,0.61268
9088,2013-14,Okanogan,Omak School District,PASCHAL SHERMAN,0.61538
9089,2013-14,Okanogan,Okanogan School District,GRAINGER ELEMENTARY,0.5
9090,2013-14,Okanogan,Brewster School District,BREWSTER ELEMENTARY SCHOOL,0.33684
9091,2013-14,Okanogan,Pateros School District,PATEROS ELEMENTARY,0.52174
9092,2013-14,Okanogan,Tonasket School District,TONASKET ELEMENTARY SCHOOL,0.13158
9093,2013-14,Okanogan,Oroville School District,OROVILLE ELEMENTARY,0.4898
9094,2013-14,Pacific,Ocean Beach School District,LONG BEACH ELEMENTARY SCHOOL,0.5122
9095,2013-14,Pacific,Ocean Beach School District,OCEAN PARK ELEMENTARY,0.62162
9096,2013-14,Pacific,Raymond School District,RAYMOND ELEMENTARY SCHOOL,0.28889
9097,2013-14,Pacific,South Bend School District,MIKE MORRIS ELEMENTARY,0.33333
9098,2013-14,Pacific,Willapa Valley School District,WILLAPA ELEMENTARY,0.7
9099,2013-14,Pend Oreille,Newport School District,STRATTON ELEMENTARY,0.54237
9100,2013-14,Pend Oreille,Cusick School District,BESS HERIAN ELEMENTARY,0.66667
9101,2013-14,Pierce,Puyallup School District,STEWART ELEMENTARY,0.40385
9102,2013-14,Pierce,Puyallup School District,FIRGROVE ELEMENTARY,0.42667
9103,2013-14,Pierce,Puyallup School District,SPINNING ELEMENTARY,0.62712
9104,2013-14,Pierce,Tacoma School District,LARCHMONT ELEMENTARY SCHOOL,0.16667
9105,2013-14,Pierce,Tacoma School District,WASHINGTON ELEMENTARY SCHOOL,0.83871
9106,2013-14,Pierce,Tacoma School District,BLIX ELEMENTARY SCHOOL,0.55172
9107,2013-14,Pierce,Tacoma School District,JEFFERSON ELEMENTARY SCHOOL,0.5
9108,2013-14,Pierce,Tacoma School District,FRANKLIN ELEMENTARY SCHOOL,0.68293
9109,2013-14,Pierce,Tacoma School District,FERN HILL ELEMENTARY SCHOOL,0.48611
9110,2013-14,Pierce,Tacoma School District,SHERIDAN ELEMENTARY SCHOOL,0.57143
9111,2013-14,Pierce,Tacoma School District,POINT DEFIANCE ELEMENTARY SCHOOL,0.40625
9112,2013-14,Pierce,Tacoma School District,N.E. TACOMA ELEMENTARY SCHOOL,0.35185
9113,2013-14,Pierce,Tacoma School District,MANITOU PARK ELEMENTARY SCHOOL,0.26596
9114,2013-14,Pierce,Tacoma School District,ROOSEVELT ELEMENTARY SCHOOL,0.02941
9115,2013-14,Pierce,Tacoma School District,LYON ELEMENTARY SCHOOL,0.40278
9116,2013-14,Pierce,Tacoma School District,STANLEY ELEMENTARY SCHOOL,0.22414
9117,2013-14,Pierce,Tacoma School District,GEIGER MONTESSORI SCHOOL,0.53488
9118,2013-14,Pierce,Tacoma School District,DOWNING ELEMENTARY SCHOOL,0.27536
9119,2013-14,Pierce,Tacoma School District,LISTER ELEMENTARY SCHOOL,0.15556
9120,2013-14,Pierce,Tacoma School District,FAWCETT ELEMENTARY SCHOOL,0.52564
9121,2013-14,Pierce,Tacoma School District,LOWELL ELEMENTARY SCHOOL,0.71212
9122,2013-14,Pierce,Tacoma School District,REED ELEMENTARY SCHOOL,0.25676
9123,2013-14,Pierce,Tacoma School District,EDISON ELEMENTARY SCHOOL,0.01724
9124,2013-14,Pierce,Tacoma School District,BROWNS POINT ELEMENTARY SCHOOL,0.95652
9125,2013-14,Pierce,Tacoma School District,WHITMAN ELEMENTARY SCHOOL,0.23881
9126,2013-14,Pierce,Tacoma School District,SHERMAN ELEMENTARY SCHOOL,0.83333
9127,2013-14,Pierce,Tacoma School District,DELONG ELEMENTARY SCHOOL,0.52885
9128,2013-14,Pierce,Tacoma School District,ARLINGTON ELEMENTARY SCHOOL,0.38
9129,2013-14,Pierce,Tacoma School District,MANN ELEMENTARY SCHOOL,0.26829
9130,2013-14,Pierce,Tacoma School District,GRANT ELEMENTARY SCHOOL,0.54167
9131,2013-14,Pierce,Tacoma School District,BRYANT MONTESSORI SCHOOL,0.7069
9132,2013-14,Pierce,Tacoma School District,BIRNEY ELEMENTARY SCHOOL,0.18421
9133,2013-14,Pierce,Tacoma School District,WHITTIER ELEMENTARY SCHOOL,0.24359
9134,2013-14,Pierce,Tacoma School District,MCCARVER ELEMENTARY SCHOOL,0.59701
9135,2013-14,Pierce,Tacoma School District,SKYLINE ELEMENTARY SCHOOL,0.55556
9136,2013-14,Pierce,Tacoma School District,BOZE ELEMENTARY SCHOOL,0.49206
9137,2013-14,Pierce,Tacoma School District,CRESCENT HEIGHTS ELEMENTARY SCHOOL,0.74026
9138,2013-14,,Carbonado School District,CARBONADO HISTORICAL SCHOOL 19,0.88235
9139,2013-14,Pierce,Sumner School District,MAPLE LAWN ELEMENTARY,0.69231
9140,2013-14,Pierce,Sumner School District,BONNEY LAKE ELEMENTARY,0.48718
9141,2013-14,Pierce,Sumner School District,DONALD EISMANN ELEMENTARY,0.42697
9142,2013-14,Pierce,Sumner School District,VICTOR FALLS ELEMENTARY,0.54286
9143,2013-14,Pierce,Sumner School District,EMERALD HILLS ELEMENTARY,0.86364
9144,2013-14,Pierce,Sumner School District,LIBERTY RIDGE ELEMENTARY,0.5942
9145,2013-14,Pierce,Sumner School District,CRESTWOOD ELEMENTARY,0.79688
9146,2013-14,Pierce,Sumner School District,DAFFODIL VALLEY ELEMENTARY,0.60714
9147,2013-14,Pierce,Clover Park School District,PARK LODGE ELEMENTARY SCHOOL,0.35714
9148,2013-14,Pierce,Clover Park School District,TILLICUM ELEMENTARY SCHOOL,0.04082
9149,2013-14,Pierce,Clover Park School District,LAKEVIEW HOPE ACADEMY,0.29167
9150,2013-14,Pierce,Clover Park School District,GREENWOOD ELEMENTARY SCHOOL (CLOSED AFTER 2014-2015 SCHOOL YEAR),0.30769
9151,2013-14,Pierce,Clover Park School District,CUSTER ELEMENTARY SCHOOL,0.48889
9152,2013-14,Pierce,Clover Park School District,SOUTHGATE ELEMENTARY SCHOOL (CLOSED AFTER 2014-2015 SCHOOL YEAR),0.17117
9153,2013-14,Pierce,Clover Park School District,TYEE PARK ELEMENTARY SCHOOL,0.45238
9154,2013-14,Pierce,Clover Park School District,HILLSIDE ELEMENTARY SCHOOL,0.62353
9155,2013-14,Pierce,Clover Park School District,LAKE LOUISE ELEMENTARY SCHOOL,0.25806
9156,2013-14,Pierce,Clover Park School District,DOWER ELEMENTARY SCHOOL,0.05882
9157,2013-14,Pierce,Clover Park School District,OAKWOOD ELEMENTARY SCHOOL (CLOSED AFTER 2014-2015 SCHOOL YEAR),0.36364
9158,2013-14,Pierce,Franklin Pierce School District,COLLINS ELEMENTARY,0.23188
9159,2013-14,Pierce,Franklin Pierce School District,CENTRAL AVENUE ELEMENTARY,0.62121
9160,2013-14,Pierce,Franklin Pierce School District,JAMES SALES ELEMENTARY,0.23333
9161,2013-14,Pierce,Franklin Pierce School District,HARVARD ELEMENTARY,0.49254
9162,2013-14,Pierce,Franklin Pierce School District,BROOKDALE ELEMENTARY,0.26
9163,2013-14,Pierce,Franklin Pierce School District,CHRISTENSEN ELEMENTARY,0.27692
9164,2013-14,Pierce,Franklin Pierce School District,ELMHURST ELEMENTARY SCHOOL,0.37778
9165,2013-14,Pierce,Bethel School District,SPANAWAY ELEMENTARY,0.34426
9166,2013-14,Pierce,Bethel School District,ROY ELEMENTARY,0.74545
9167,2013-14,Pierce,Bethel School District,CHESTER H THOMPSON ELEMENTARY,0.47917
9168,2013-14,Pierce,Bethel School District,EVERGREEN ELEMENTARY,0.43662
9169,2013-14,Pierce,Bethel School District,CAMAS PRAIRIE ELEMENTARY,0.5
9170,2013-14,Pierce,Bethel School District,CENTENNIAL ELEMENTARY,0.42105
9171,2013-14,Pierce,Eatonville School District,EATONVILLE ELEMENTARY SCHOOL,0.52174
9172,2013-14,Pierce,Eatonville School District,WEYERHAEUSER ELEMENTARY,0.76471
9173,2013-14,Pierce,Eatonville School District,COLUMBIA CREST A-STEM ACADEMY,
9174,2013-14,Pierce,Fife School District,HEDDEN ELEMENTARY SCHOOL,0.70313
9175,2013-14,,Orcas Island School District,ORCAS ISLAND ELEMENTARY SCHOOL,0.875
9176,2013-14,,Orcas Island School District,WALDRON ISLAND SCHOOL,
9177,2013-14,,Lopez School District,LOPEZ ELEMENTARY SCHOOL,0.29412
9178,2013-14,Skagit,Concrete School District,CONCRETE ELEMENTARY,0.60606
9179,2013-14,Skagit,Burlington-Edison School District,WEST VIEW ELEMENTARY,0.22835
9180,2013-14,Skagit,Burlington-Edison School District,ALLEN ELEMENTARY,0.01961
9181,2013-14,Skagit,Sedro-Woolley School District,CENTRAL ELEMENTARY SCHOOL,0.56897
9182,2013-14,Skagit,Sedro-Woolley School District,BIG LAKE ELEMENTARY SCHOOL,0.37778
9183,2013-14,Skagit,Sedro-Woolley School District,LYMAN ELEMENTARY SCHOOL,0.78261
9184,2013-14,Skagit,Sedro-Woolley School District,MARY PURCELL ELEMENTARY SCHOOL,0.74
9185,2013-14,Skagit,Sedro-Woolley School District,SAMISH ELEMENTARY SCHOOL,0.58333
9186,2013-14,Skagit,Sedro-Woolley School District,CLEAR LAKE ELEMENTARY SCHOOL,0.74286
9187,2013-14,Skagit,Sedro-Woolley School District,EVERGREEN ELEMENTARY SCHOOL,0.52113
9188,2013-14,Skagit,Anacortes School District,WHITNEY EARLY CHILDHOOD EDUCATION CENTER,0.56989
9189,2013-14,Skagit,Mount Vernon School District,LINCOLN ELEMENTARY SCHOOL (CLOSED AFTER 2018-2019 SCHOOL YEAR),0.68852
9190,2013-14,Skagit,Mount Vernon School District,WASHINGTON ELEMENTARY SCHOOL,0.2623
9191,2013-14,Skagit,Mount Vernon School District,MADISON ELEMENTARY,0.3271
9192,2013-14,Skagit,Mount Vernon School District,JEFFERSON ELEMENTARY,0.23684
9193,2013-14,Skagit,Mount Vernon School District,LITTLE MOUNTAIN ELEMENTARY,0.40741
9194,2013-14,Skagit,Mount Vernon School District,CENTENNIAL ELEMENTARY SCHOOL,0.22222
9195,2013-14,,Skamania School District,SKAMANIA ELEMENTARY,
9196,2013-14,Skamania,Stevenson-Carson School District,STEVENSON ELEMENTARY,0.5
9197,2013-14,Snohomish,Everett School District,GARFIELD ELEMENTARY SCHOOL,0.45679
9198,2013-14,Snohomish,Everett School District,SILVER LAKE ELEMENTARY,0.43478
9199,2013-14,Snohomish,Everett School District,MADISON ELEMENTARY,0.34286
9200,2013-14,Snohomish,Everett School District,JACKSON ELEMENTARY SCHOOL,0.23188
9201,2013-14,Snohomish,Everett School District,LOWELL ELEMENTARY,0.43373
9202,2013-14,Snohomish,Everett School District,HAWTHORNE ELEMENTARY SCHOOL,0.37805
9203,2013-14,Snohomish,Everett School District,VIEW RIDGE ELEMENTARY,0.79167
9204,2013-14,Snohomish,Everett School District,EMERSON ELEMENTARY SCHOOL,0.22807
9205,2013-14,Snohomish,Everett School District,MONROE ELEMENTARY,0.82609
9206,2013-14,Snohomish,Everett School District,WOODSIDE ELEMENTARY,0.55319
9207,2013-14,Snohomish,Everett School District,MILL CREEK ELEMENTARY,0.82609
9208,2013-14,Snohomish,Everett School District,CEDAR WOOD ELEMENTARY,0.7381
9209,2013-14,Snohomish,Lake Stevens School District,HILLCREST ELEMENTARY SCHOOL,0.48113
9210,2013-14,Snohomish,Edmonds School District,LYNNDALE ELEMENTARY,0.54286
9211,2013-14,Snohomish,Edmonds School District,MOUNTLAKE TERRACE ELEMENTARY,0.47297
9212,2013-14,Snohomish,Edmonds School District,BEVERLY ELEMENTARY,0.42466
9213,2013-14,Snohomish,Edmonds School District,CEDAR VALLEY COMMUNITY SCHOOL,0.36585
9214,2013-14,Snohomish,Edmonds School District,SPRUCE ELEMENTARY,0.43158
9215,2013-14,Snohomish,Edmonds School District,LYNNWOOD ELEMENTARY,0.44898
9216,2013-14,Snohomish,Edmonds School District,MEADOWDALE ELEMENTARY,0.52174
9217,2013-14,Snohomish,Edmonds School District,CHASE LAKE ELEMENTARY,0.53659
9218,2013-14,Snohomish,Edmonds School District,OAK HEIGHTS ELEMENTARY,0.29412
9219,2013-14,Snohomish,Edmonds School District,COLLEGE PLACE ELEMENTARY,0.22222
9220,2013-14,Snohomish,Arlington School District,PRESIDENTS ELEMENTARY,0.40909
9221,2013-14,Snohomish,Arlington School District,KENT PRAIRIE ELEMENTARY,0.53571
9222,2013-14,Snohomish,Marysville School District,SHOULTES ELEMENTARY,0.69697
9223,2013-14,Snohomish,Marysville School District,TULALIP ELEMENTARY (CLOSED AFTER 2014-2015 SCHOOL YEAR),0.49524
9224,2013-14,Snohomish,Marysville School District,LIBERTY ELEMENTARY,0.20879
9225,2013-14,Snohomish,Marysville School District,MARSHALL ELEMENTARY,0.66667
9226,2013-14,,Index Elementary School District 63,INDEX ELEMENTARY SCHOOL DISTRICT 63,
9227,2013-14,Snohomish,Monroe School District,FRANK WAGNER ELEMENTARY,0.31313
9228,2013-14,Snohomish,Sultan School District,GOLD BAR ELEMENTARY,0.69231
9229,2013-14,Snohomish,Darrington School District,DARRINGTON ELEMENTARY SCHOOL,0.2
9230,2013-14,Spokane,Spokane School District,HOLMES ELEMENTARY,0.18571
